id,seas_id,season,player_id,player,birth_year,pos,age,experience,lg,tm,g,gs,mp,fg_per_100_poss,fga_per_100_poss,fg_percent,x3p_per_100_poss,x3pa_per_100_poss,x3p_percent,x2p_per_100_poss,x2pa_per_100_poss,x2p_percent,ft_per_100_poss,fta_per_100_poss,ft_percent,orb_per_100_poss,drb_per_100_poss,trb_per_100_poss,ast_per_100_poss,stl_per_100_poss,blk_per_100_poss,tov_per_100_poss,pf_per_100_poss,pts_per_100_poss,o_rtg,d_rtg
22833,10299,1986,1998,Gene Banks,NA,SF,26,5,NBA,CHI,82,33,2139,8,15.5,0.517,0,0.4,0,8,15.1,0.532,4.1,5.7,0.718,4,4.1,8.1,5.6,1.8,0.2,3.1,4.8,20.1,114,113
22834,10300,1986,1863,Geoff Huston,NA,PG,28,7,NBA,GSW,82,0,1208,5.3,10.4,0.513,0.1,0.2,0.333,5.3,10.2,0.517,2.4,3.5,0.685,0.4,2.1,2.5,13,1.4,0.2,3.2,2.6,13.2,114,115
22835,10301,1986,1447,George Gervin,1952,SG,33,14,NBA,CHI,82,75,2065,12.1,25.6,0.472,0.1,0.4,0.211,12,25.2,0.476,6.6,7.5,0.879,1.8,3.2,5,3.4,1.1,0.5,3.8,4.9,30.9,107,115
22836,10302,1986,1448,George Johnson,1948,C,37,13,NBA,SEA,41,0,264,2.2,4.3,0.522,0,0,NA,2.2,4.3,0.522,2.1,3,0.688,4.9,6.3,11.2,2.4,1.1,6.9,2.6,8.6,6.5,106,101
22837,10303,1986,1804,George Johnson,1956,PF,29,8,NBA,WSB,2,0,7,6.9,20.8,0.333,0,0,NA,6.9,20.8,0.333,13.8,13.8,1,6.9,6.9,13.8,0,0,0,6.9,6.9,27.7,97,109
22838,10304,1986,2241,Georgi Glouchkov,NA,PF,26,1,NBA,PHO,49,16,772,5,12.4,0.402,0.1,0.1,1,4.9,12.3,0.399,4.2,7.2,0.574,1.8,7.8,9.7,1.9,1.5,1.5,4.5,7.4,14.2,81,106
22839,10305,1986,1864,Gerald Henderson,1956,PG,30,7,NBA,SEA,82,82,2568,8.3,17.3,0.482,0.3,1,0.346,8,16.3,0.491,3.5,4.3,0.83,1.7,1.9,3.6,9.3,2.6,0.2,3.5,4.4,20.5,110,107
22840,10306,1986,2242,Gerald Wilkins,NA,SG,22,1,NBA,NYK,81,53,2025,10.5,22.5,0.468,0.2,0.6,0.28,10.3,21.9,0.473,3.2,5.7,0.557,2.2,2.8,5,3.9,1.6,0.2,3.8,3.7,24.4,95,108
22841,10307,1986,2121,Granville Waiters,NA,C,25,3,NBA,HOU,43,0,156,3.9,11.6,0.333,0,0.3,0,3.9,11.3,0.342,0.3,1.8,0.167,4.5,3.9,8.3,2.4,1.2,3,3.3,8.9,8,75,108
22842,10308,1986,1753,Greg Ballard,NA,SF,31,9,NBA,GSW,75,14,1792,7,14.7,0.477,0.4,0.9,0.486,6.6,13.8,0.477,2.6,3.2,0.802,3.4,7.3,10.7,2.1,1.7,0.2,1.4,4.5,17,115,111
22843,10309,1986,2122,Greg Kite,NA,C,24,3,NBA,BOS,64,2,464,3.5,9.3,0.374,0,0.1,0,3.5,9.2,0.378,1.5,4,0.385,3.6,9.5,13.1,1.7,0.3,2.9,3.3,8.3,8.5,79,101
22844,10310,1986,2243,Greg Stokes,NA,PF,22,1,NBA,PHI,31,13,350,7.6,16.2,0.471,0,0.1,0,7.6,16.1,0.475,1.9,2.9,0.667,3.7,4.1,7.8,2.3,1.9,1.5,2.6,7.6,17.2,103,107
22845,10311,1986,1647,Gus Williams,NA,PG,32,10,NBA,WSB,77,67,2284,9.2,21.5,0.428,0.6,2.5,0.259,8.6,19,0.45,2.9,4,0.734,1.1,2.4,3.5,9.6,2,0.3,3.4,2.4,22,101,108
22846,10312,1986,2175,Guy Williams,NA,PF,25,2,NBA,GSW,5,0,25,3.7,9.2,0.4,0,0,NA,3.7,9.2,0.4,5.5,11.1,0.5,0,11.1,11.1,0,1.8,3.7,0,12.9,12.9,103,105
22847,10313,1986,2176,Hakeem Olajuwon,NA,C,23,2,NBA,HOU,68,68,2467,11.7,22.3,0.526,0,0,NA,11.7,22.3,0.526,6.5,10.1,0.645,6.3,8.4,14.7,2.6,2.5,4.3,3.7,5.1,30,113,102
22848,10314,1986,2000,Hank McDowell,NA,PF,26,5,NBA,HOU,22,0,204,5.5,9.5,0.571,0,0.2,0,5.5,9.3,0.585,3.9,5.7,0.68,2.7,8.4,11.1,1.4,0.2,0.7,2.3,5.7,14.8,115,109
22849,10315,1986,2244,Harold Keeling,NA,SG,22,1,NBA,DAL,20,0,75,10.6,24.4,0.436,0,0,NA,10.6,24.4,0.436,6.3,8.8,0.714,1.9,1.9,3.8,6.3,4.4,0,4.4,5.6,27.6,98,108
22850,10316,1986,2001,Herb Williams,NA,C,27,5,NBA,IND,78,74,2770,10.8,21.9,0.492,0,0.2,0.083,10.8,21.7,0.496,5.1,6.9,0.73,3,9.2,12.2,3,0.9,3.2,3.6,4.2,26.6,104,103
22851,10317,1986,2003,Isiah Thomas,NA,PG,24,5,NBA,DET,77,77,2790,10.1,20.6,0.488,0.4,1.4,0.31,9.6,19.2,0.501,6,7.6,0.79,1.4,3.2,4.6,13.7,2.8,0.3,4.8,4,26.6,113,108
22852,10318,1986,1755,Jack Sikma,NA,C,30,9,NBA,SEA,80,78,2790,9,19.4,0.462,0,0.2,0,9,19.2,0.467,6.3,7.3,0.864,2.6,10.6,13.2,5.3,1.6,1.3,3.8,5.2,24.2,108,103
22853,10319,1986,1587,Jamaal Wilkes,NA,SF,32,12,NBA,LAC,13,1,195,6.2,15.6,0.4,0.2,0.7,0.333,6,14.9,0.403,5.3,6.5,0.815,3.1,3.8,7,3.6,1.7,0.5,3.8,4.6,18,97,114
22854,10320,1986,1869,James Bailey,NA,PF,28,7,NBA,NYK,48,36,1245,7.9,17.3,0.456,0,0.2,0,7.9,17.2,0.46,5,6.5,0.772,4,9.1,13.1,2,1.3,1.6,3.9,8.1,20.8,98,103
22855,10321,1986,1925,James Donaldson,NA,C,28,6,NBA,TOT,83,78,2682,4.5,8,0.558,0,0,NA,4.5,8,0.558,3.6,4.4,0.803,3,10.9,13.9,1.7,0.5,2.4,2.2,3.3,12.5,118,108
22856,10322,1986,1925,James Donaldson,NA,C,28,6,NBA,LAC,14,14,441,4.6,8.9,0.512,0,0,NA,4.6,8.9,0.512,6,7.4,0.814,3,10.9,13.9,1.3,0.5,3.1,4,3.5,15.2,105,109
22857,10323,1986,1925,James Donaldson,NA,C,28,6,NBA,DAL,69,64,2241,4.5,7.9,0.568,0,0,NA,4.5,7.9,0.568,3.1,3.9,0.799,3,10.9,13.9,1.8,0.5,2.3,1.8,3.3,12,121,108
22858,10324,1986,1757,James Edwards,NA,C,30,9,NBA,PHO,52,51,1314,11.1,20.5,0.542,0,0,NA,11.1,20.5,0.542,7.4,10.5,0.702,2.8,7.7,10.5,2.6,0.8,1,4.5,7,29.6,108,108
22859,10325,1986,2067,James Worthy,NA,SF,24,4,NBA,LAL,75,73,2454,12,20.7,0.579,0,0.2,0,12,20.4,0.586,4.6,6,0.771,2.6,4.8,7.4,3.8,1.6,1.5,2.8,3.7,28.6,120,107
22860,10326,1986,1928,Jawann Oldham,NA,C,28,6,NBA,CHI,52,47,1276,6.3,12.2,0.517,0,0,0,6.3,12.1,0.519,2,3.4,0.582,4.2,7.3,11.5,1.4,1.1,5.1,3.2,7.8,14.6,100,108
22861,10327,1986,2177,Jay Humphries,NA,PG,23,2,NBA,PHO,82,82,2733,5.9,12.3,0.479,0.1,0.5,0.138,5.8,11.8,0.493,3.3,4.3,0.767,0.9,3.4,4.4,8.8,2.2,0.2,3.2,3.7,15.2,108,109
22862,10328,1986,2178,Jay Murphy,NA,SF,23,2,NBA,LAC,14,0,100,7.5,21,0.356,0,0.9,0,7.5,20.1,0.372,4.2,6.5,0.643,3.3,3.7,7,1.4,1.9,1.4,2.3,5.6,19.2,88,113
22863,10329,1986,2004,Jay Vincent,NA,PF,26,5,NBA,DAL,80,3,1994,10.4,21.6,0.481,0,0.1,0,10.4,21.6,0.483,5.2,6.5,0.81,2.5,6.1,8.7,4.2,1.6,0.5,3.4,4.5,26.1,106,111
22864,10330,1986,1870,Jeff Cook,NA,PF,29,7,NBA,TOT,36,0,373,3.8,9.1,0.425,0,0.1,0,3.8,8.9,0.431,3.3,5.2,0.643,4.1,6.6,10.7,2.6,1.6,1.4,1.7,8.1,11,108,107
22865,10331,1986,1870,Jeff Cook,NA,PF,29,7,NBA,SAS,34,0,356,3.6,8.7,0.418,0,0.1,0,3.6,8.6,0.424,3.4,5.3,0.634,4,6.5,10.5,2.7,1.7,1.4,1.4,8.3,10.7,110,107
22866,10332,1986,1870,Jeff Cook,NA,PF,29,7,NBA,UTA,2,0,17,8.2,16.4,0.5,0,0,NA,8.2,16.4,0.5,2.7,2.7,1,5.5,8.2,13.7,0,0,0,8.2,2.7,19.1,80,108
22867,10333,1986,2245,Jeff Cross,NA,PF,24,1,NBA,LAC,21,0,128,2.2,8.8,0.25,0,0,NA,2.2,8.8,0.25,5.1,9.1,0.56,3.3,7.7,11,0.4,0.7,1.1,2.2,13.9,9.5,82,112
22868,10334,1986,2005,Jeff Lamp,NA,SF,26,4,NBA,TOT,74,2,1321,8.7,18.2,0.477,0.2,1.1,0.233,8.4,17.1,0.492,3.9,4.7,0.835,1.9,5.2,7.1,4.1,1.4,0.1,2.4,5.5,21.5,110,107
22869,10335,1986,2005,Jeff Lamp,NA,SF,26,4,NBA,MIL,44,1,701,7.3,16.3,0.449,0.2,0.9,0.231,7.1,15.4,0.461,3.7,4.3,0.859,2.3,5.8,8.1,4.3,1.3,0.2,2,5.9,18.5,111,104
22870,10336,1986,2005,Jeff Lamp,NA,SF,26,4,NBA,SAS,30,1,620,10.1,20.2,0.502,0.3,1.3,0.235,9.8,18.9,0.52,4.2,5.1,0.812,1.4,4.5,5.9,4,1.4,0.1,2.8,5,24.8,109,111
22871,10337,1986,2124,Jeff Malone,NA,SG,24,3,NBA,WSB,80,80,2992,11.9,24.6,0.483,0,0.3,0.176,11.9,24.4,0.486,5.2,6,0.868,1.1,3.6,4.7,3.1,1.1,0.2,2.7,2.9,29.1,107,109
22872,10338,1986,2006,Jeff Ruland,NA,PF,27,5,NBA,WSB,30,24,1114,9.2,16.7,0.554,0,0.2,0,9.2,16.5,0.559,6.3,8.7,0.725,4.7,9.3,13.9,6.9,1,1.1,5.3,4.3,24.7,111,104
22873,10339,1986,2179,Jeff Turner,NA,PF,23,2,NBA,NJN,53,1,650,6,12.2,0.491,0,0.1,0,6,12.2,0.494,4.1,5.6,0.744,3.2,6.6,9.8,1,1.5,0.2,3.5,8.9,16.2,100,107
22874,10340,1986,1929,Jeff Wilkins,NA,C,30,6,NBA,TOT,75,4,1126,6.1,15.4,0.393,0,0,NA,6.1,15.4,0.393,2.4,3.8,0.624,3,8.2,11.2,1.9,0.5,0.9,2.1,6.5,14.5,91,108
22875,10341,1986,1929,Jeff Wilkins,NA,C,30,6,NBA,UTA,48,0,604,7.4,18.5,0.4,0,0,NA,7.4,18.5,0.4,2.3,3.6,0.638,3.1,8.1,11.2,2.2,0.2,0.8,2.5,6.6,17.1,90,106
22876,10342,1986,1929,Jeff Wilkins,NA,C,30,6,NBA,SAS,27,4,522,4.5,11.9,0.381,0,0,NA,4.5,11.9,0.381,2.5,4.1,0.609,3,8.2,11.2,1.6,0.7,0.9,1.8,6.3,11.5,93,109
22877,10343,1986,2246,Jerome Henderson,NA,C,26,1,NBA,LAL,1,0,3,31.1,46.7,0.667,0,0,NA,31.1,46.7,0.667,0,0,NA,0,15.6,15.6,0,0,0,0,15.6,62.3,131,103
22878,10344,1986,2180,Jerome Kersey,NA,SF,23,2,NBA,POR,79,2,1217,9.7,17.7,0.549,0,0.2,0,9.7,17.5,0.556,5.9,8.6,0.681,5.2,5.9,11.1,3.1,3.2,1.2,4.3,7.9,25.4,111,105
22879,10345,1986,1811,Jerome Whitehead,NA,C,29,8,NBA,GSW,81,3,1079,5.4,12.6,0.429,0,0,NA,5.4,12.6,0.429,2.6,4.1,0.619,4,10,14,0.8,0.8,0.8,2.7,7.5,13.3,94,110
22880,10346,1986,2247,Jerry Reynolds,NA,SF,23,1,NBA,MIL,55,8,508,6.7,15,0.444,0.1,0.2,0.5,6.6,14.8,0.444,5.4,9.6,0.558,3.4,4,7.4,8,4,1.8,4.8,5.3,18.8,99,99
22881,10347,1986,1930,Jerry Sichting,NA,PG,29,6,NBA,BOS,82,7,1596,7,12.2,0.57,0.2,0.5,0.375,6.8,11.8,0.578,1.8,2,0.924,0.8,2.3,3.1,5.6,1.5,0,2.2,3.5,16,118,107
22882,10348,1986,1871,Jim Paxson,1957,SG,28,7,NBA,POR,75,31,1931,8.9,18.8,0.47,0.5,1.5,0.323,8.4,17.4,0.482,5.2,5.8,0.889,1,2.5,3.5,6.6,2.2,0.1,2.7,3.7,23.3,114,110
22883,10349,1986,2181,Jim Petersen,NA,PF,23,2,NBA,HOU,82,20,1664,5.5,11.5,0.477,0,0.1,0,5.5,11.4,0.48,3.1,4.5,0.706,4.2,6.9,11,2.4,1.1,1.5,2.3,6.4,14.1,109,108
22884,10350,1986,2125,Jim Thomas,NA,SG,25,3,NBA,LAC,6,0,69,4.1,10.2,0.4,0,0,NA,4.1,10.2,0.4,0.7,1.4,0.5,2,3.4,5.4,8.1,3.4,0.7,6.1,8.1,8.8,75,110
22885,10351,1986,1931,Joe Barry Carroll,NA,C,27,5,NBA,GSW,79,79,2801,10.7,23.1,0.463,0,0,0,10.7,23.1,0.464,6.2,8.2,0.752,3.2,7.8,11,2.9,1.7,2.4,4.5,4.6,27.6,101,109
22886,10352,1986,2248,Joe Dumars,NA,SG,22,1,NBA,DET,82,45,1957,6.8,14.1,0.481,0.1,0.4,0.313,6.6,13.7,0.485,4.5,5.6,0.798,1.4,1.4,2.8,9.2,1.6,0.3,3.7,4.7,18.1,109,112
22887,10353,1986,2249,Joe Kleine,NA,C,24,1,NBA,SAC,80,18,1180,6.4,13.7,0.465,0,0,NA,6.4,13.7,0.465,3.7,5.2,0.723,4.5,10.4,14.9,1.8,1,1.4,4.3,8.9,16.5,95,106
22888,10354,1986,2073,John Bagley,NA,PG,25,4,NBA,CLE,78,77,2472,7,16.5,0.423,0.2,0.7,0.243,6.8,15.8,0.431,3.2,4.1,0.791,1.5,3.8,5.3,14,2.3,0.2,4.6,3.2,17.4,102,109
22889,10355,1986,2250,John Battle,NA,SG,23,1,NBA,ATL,64,0,639,7.6,16.7,0.455,0,0.5,0,7.6,16.2,0.47,5.6,7.7,0.728,0.9,3.8,4.7,5.6,1.7,0.2,3.5,6,20.8,104,108
22890,10356,1986,1813,John Long,NA,SG,29,8,NBA,DET,62,30,1176,10.3,21.5,0.482,0.1,0.6,0.188,10.2,20.8,0.491,3.5,4.1,0.856,1.8,2,3.8,3.2,1.6,0.5,2.3,3.6,24.3,108,111
22891,10357,1986,1705,John Lucas,NA,PG,32,10,NBA,HOU,65,65,2120,8,17.9,0.446,1,3.2,0.308,7,14.7,0.476,5.1,6.5,0.775,0.7,2.4,3.1,12.5,1.7,0.1,3.3,2.7,22,115,111
22892,10358,1986,2127,John Paxson,NA,PG,25,3,NBA,CHI,75,3,1570,4.7,10.1,0.466,0.5,1.5,0.3,4.2,8.5,0.496,2.3,2.8,0.804,0.6,2.3,2.9,8.4,1.7,0.1,1.9,5.3,12.1,117,115
22893,10359,1986,2183,John Stockton,NA,PG,23,2,NBA,UTA,82,38,1935,5.5,11.2,0.489,0,0.4,0.133,5.4,10.8,0.501,4.1,4.9,0.839,0.8,3.5,4.3,14.6,3.8,0.2,4,5.5,15.1,113,103
22894,10360,1986,1706,Johnny Davis,NA,SG,30,10,NBA,TOT,66,7,1014,6.9,16.1,0.43,0.1,0.6,0.231,6.8,15.5,0.438,5.5,6.5,0.855,0.4,2.2,2.6,10.2,1.7,0.2,3.7,3.6,19.6,107,110
22895,10361,1986,1706,Johnny Davis,NA,SG,30,10,NBA,CLE,39,0,612,7.9,18.3,0.43,0.2,0.8,0.182,7.7,17.4,0.442,5.2,6.1,0.848,0.5,2.3,2.8,8.1,1.9,0.3,3.1,3.4,21.1,105,111
22896,10362,1986,1706,Johnny Davis,NA,SG,30,10,NBA,ATL,27,7,402,5.5,12.8,0.43,0.1,0.2,0.5,5.4,12.5,0.429,6.1,7,0.864,0.2,2,2.3,13.4,1.6,0,4.5,3.8,17.2,109,110
22897,10363,1986,1934,Johnny Moore,NA,PG,27,6,NBA,SAS,28,23,856,8.1,16.4,0.495,0.2,1.2,0.182,7.9,15.2,0.52,3.2,4.6,0.686,1.4,3.3,4.6,13.6,3.8,0.3,4.4,4.2,19.6,109,106
22898,10364,1986,2251,Jon Koncak,NA,C,22,1,NBA,ATL,82,15,1695,7.4,14.7,0.507,0,0,0,7.4,14.7,0.508,4.4,7.3,0.607,4.8,8.4,13.2,1.6,1,2,3.1,8.4,19.3,106,104
22899,10365,1986,2129,Jon Sundvold,NA,PG,24,3,NBA,SAS,70,4,1150,8.8,19.1,0.462,0.8,2.4,0.35,8,16.7,0.478,1.6,1.9,0.813,0.9,2.3,3.2,10.5,1.4,0,3.4,4.4,20.1,106,112
22900,10366,1986,1381,Julius Erving,1950,SF,35,15,NBA,PHI,74,74,2474,10.1,20.9,0.48,0.2,0.6,0.281,9.9,20.3,0.486,5.6,7.1,0.785,3.3,3.9,7.1,4.8,2.2,1.6,4.1,3.8,25.9,108,107
22901,10367,1986,1662,Junior Bridgeman,NA,SF,32,11,NBA,LAC,58,14,1161,8,18.2,0.441,0.2,0.7,0.333,7.8,17.4,0.446,4.3,4.8,0.891,1.2,3.8,5,4.3,1.2,0.3,2.7,3.3,20.5,104,115
22902,10368,1986,1204,Kareem Abdul-Jabbar,NA,C,38,17,NBA,LAL,79,79,2629,13.4,23.8,0.564,0,0,0,13.4,23.7,0.565,6,7.8,0.765,2.4,6.1,8.5,5,1.2,2.3,3.6,4.4,32.8,118,106
22903,10369,1986,2252,Karl Malone,NA,PF,22,1,NBA,UTA,81,76,2475,9.5,19.1,0.496,0,0,0,9.5,19,0.497,3.7,7.6,0.481,3.3,10.2,13.5,4.4,2,0.8,5.2,5.5,22.6,92,102
22904,10370,1986,2253,Keith Lee,NA,PF,23,1,NBA,CLE,58,38,1197,7,15,0.466,0.1,0.4,0.222,6.9,14.6,0.472,3,3.8,0.781,4.6,9.3,13.9,2.6,1.1,1.5,3.1,8.1,17,102,106
22905,10371,1986,2012,Kelly Tripucka,NA,SF,26,5,NBA,DET,81,81,2626,10.8,21.7,0.498,0.2,0.4,0.48,10.6,21.2,0.498,6.7,7.8,0.856,2,4.1,6.1,4.6,1.6,0.2,3.2,2.9,28.5,114,110
22906,10372,1986,1936,Kelvin Ransey,NA,PG,27,6,NBA,NJN,79,15,1504,7.1,15.6,0.457,0.1,0.7,0.125,7,14.9,0.474,3.7,4.6,0.818,1.1,2.5,3.6,7.8,1.6,0.1,3.5,4,18.1,104,110
22907,10373,1986,2184,Ken Bannister,NA,PF,25,2,NBA,NYK,70,15,1405,8.1,16.6,0.491,0,0,0,8.1,16.6,0.492,4.5,8.6,0.526,3.1,8.1,11.2,1.5,1.5,0.8,4.5,7.2,20.8,91,104
22908,10374,1986,2254,Ken Green,NA,PF,26,1,NBA,NYK,7,0,72,8.8,18.3,0.481,0,0,NA,8.8,18.3,0.481,3.4,6.1,0.556,8.1,10.1,18.3,1.4,2.7,0,0.7,5.4,21,116,100
22909,10375,1986,2255,Ken Johnson,1962,PF,23,1,NBA,POR,64,0,815,6.4,12.1,0.528,0,0,NA,6.4,12.1,0.528,2.1,4.8,0.435,5.1,8.6,13.7,1.1,0.7,1.2,3.3,8.3,14.8,98,108
22910,10376,1986,1761,Kenny Carr,NA,PF,30,9,NBA,POR,55,31,1557,6.8,13.8,0.498,0,0.1,0,6.8,13.6,0.502,4.4,6.4,0.687,4.3,10.2,14.5,2.1,1.1,0.9,3.1,6,18.1,107,107
22911,10377,1986,2185,Kenny Fields,NA,SF,23,2,NBA,MIL,78,3,1120,8.6,16.7,0.513,0,0.2,0,8.6,16.5,0.518,3.8,5.5,0.689,2.5,6,8.5,3.3,2.1,0.6,3.2,7.1,20.9,106,102
22912,10378,1986,2256,Kenny Green,NA,SF,21,1,NBA,TOT,41,0,453,8.8,20.4,0.432,0,0.1,0,8.8,20.3,0.435,3.7,5.2,0.714,2.9,4.9,7.8,1,0.5,1,3.7,5.6,21.3,92,109
22913,10379,1986,2256,Kenny Green,NA,SF,21,1,NBA,WSB,20,0,221,9.6,22.1,0.436,0,0.2,0,9.6,21.9,0.44,4.6,5.7,0.808,3.7,4.6,8.3,0.7,0.9,1.5,3.7,5.7,23.9,94,107
22914,10380,1986,2256,Kenny Green,NA,SF,21,1,NBA,PHI,21,0,232,8,18.7,0.429,0,0,NA,8,18.7,0.429,2.9,4.7,0.609,2.1,5.1,7.2,1.2,0.2,0.4,3.7,5.6,18.9,89,111
22915,10381,1986,1762,Kent Benson,NA,C,31,9,NBA,DET,72,51,1344,6.9,14.2,0.484,0,0.1,0.5,6.9,14.2,0.484,2.3,2.8,0.795,4,8.8,12.9,2.7,2,1.7,2,6.7,16.1,110,104
22916,10382,1986,1938,Kevin McHale,NA,PF,28,6,NBA,BOS,68,62,2397,11.1,19.4,0.574,0,0,NA,11.1,19.4,0.574,6.5,8.3,0.776,3.4,7.5,10.9,3.6,0.6,2.7,2.9,3.8,28.7,122,103
22917,10383,1986,2015,Kevin McKenna,NA,SG,27,4,NBA,WSB,30,1,430,6.9,18.7,0.367,3,8.5,0.36,3.8,10.3,0.374,2.8,3.4,0.833,1,3,4.1,2.6,3.3,0.2,2,6.1,19.6,100,105
22918,10384,1986,2187,Kevin Willis,NA,PF,23,2,NBA,ATL,82,59,2300,8.7,16.9,0.517,0,0.1,0,8.7,16.8,0.52,3.6,5.5,0.654,5.1,9.6,14.7,0.9,1.4,0.9,3.7,6.1,21.1,104,104
22919,10385,1986,1939,Kiki Vandeweghe,NA,SF,27,6,NBA,POR,79,76,2791,11.8,21.9,0.54,0,0.1,0.125,11.8,21.8,0.542,8.6,9.9,0.869,1.5,2,3.6,3.1,0.9,0.3,2.9,2.7,32.3,122,113
22920,10386,1986,2016,Kurt Nimphius,NA,PF,27,5,NBA,TOT,80,66,2226,7.4,14.6,0.506,0,0.1,0,7.4,14.5,0.508,4.1,5.5,0.74,3.2,6.3,9.5,1.3,0.7,2.2,2.5,5.6,18.8,109,112
22921,10387,1986,2016,Kurt Nimphius,NA,PF,27,5,NBA,DAL,13,4,280,6.2,12.1,0.514,0,0.2,0,6.2,11.9,0.521,2.9,4.9,0.586,3.9,6.2,10.1,2.3,0.5,2,2.2,6.4,15.3,109,112
22922,10388,1986,2016,Kurt Nimphius,NA,PF,27,5,NBA,LAC,67,62,1946,7.5,14.9,0.505,0,0,0,7.5,14.9,0.506,4.3,5.6,0.76,3.1,6.3,9.4,1.2,0.7,2.2,2.6,5.5,19.3,108,112
22923,10389,1986,2017,Kurt Rambis,NA,PF,27,5,NBA,LAL,74,74,1573,4.8,8,0.595,0,0,NA,4.8,8,0.595,2.6,3.6,0.721,4.6,10.7,15.4,2,2,1,2.9,5.9,12.1,114,102
22924,10390,1986,1940,Kyle Macy,NA,PG,28,6,NBA,CHI,82,79,2426,5.7,11.7,0.483,1.2,2.8,0.411,4.5,8.9,0.506,1.4,1.8,0.811,0.8,2.7,3.5,8.8,1.6,0.2,2.3,4,13.9,117,115
22925,10397,1986,2077,LaSalle Thompson,NA,C,24,4,NBA,SAC,80,64,2377,8.1,15.7,0.518,0,0,0,8.1,15.7,0.518,4,5.5,0.732,5,10.3,15.2,3.3,1.4,2.2,3.6,5.8,20.3,108,105
22926,10391,1986,2188,Lancaster Gordon,NA,SG,23,2,NBA,LAC,60,1,704,8.6,22.9,0.377,0.5,1.9,0.25,8.2,21,0.388,3,3.7,0.804,1.6,2.9,4.5,4,2.2,0.7,4.1,6,20.7,86,113
22927,10392,1986,1875,Larry Bird,NA,SF,29,7,NBA,BOS,82,81,3113,12.1,24.5,0.496,1.2,3,0.423,10.9,21.5,0.506,6.7,7.5,0.896,2.9,9.4,12.3,8.5,2.5,0.8,4.1,2.8,32.2,117,99
22928,10393,1986,1941,Larry Drew,NA,PG,27,6,NBA,SAC,75,31,1971,9,18.5,0.485,0.2,0.7,0.323,8.7,17.8,0.491,3.1,3.8,0.795,0.6,2.4,3,8.1,1.6,0,3.2,3.2,21.3,107,112
22929,10394,1986,2018,Larry Nance,NA,PF,26,5,NBA,PHO,73,69,2484,10.7,18.5,0.581,0,0.1,0,10.7,18.3,0.586,5.7,8.2,0.698,3.1,8.3,11.4,4.4,1.3,2.4,3.9,4.6,27.2,115,105
22930,10395,1986,1942,Larry Smith,NA,PF,28,6,NBA,GSW,77,74,2441,5.9,11.1,0.536,0,0,0,5.9,11,0.537,2.1,4.3,0.493,7.2,8.9,16.2,1.8,1.2,0.9,2.5,5.4,14,111,110
22931,10396,1986,2019,Larry Spriggs,NA,SF,26,5,NBA,LAL,43,7,471,8.7,19,0.458,0,0.1,0,8.7,18.9,0.461,3.8,4.9,0.776,2.8,5.3,8,4.9,1.8,0.9,5.4,7.7,21.2,94,106
22932,10398,1986,2189,Leon Wood,NA,PG,23,2,NBA,TOT,68,1,1198,7.4,18.7,0.395,1.6,4.6,0.36,5.8,14.2,0.406,4.9,6.2,0.794,1,2.6,3.6,7.3,1.4,0,3,2.8,21.4,106,110
22933,10399,1986,2189,Leon Wood,NA,PG,23,2,NBA,PHI,29,1,455,6,14.3,0.419,1.4,3,0.448,4.6,11.2,0.411,2.8,3.6,0.794,0.9,1.9,2.8,7.9,1.5,0,0.7,2.5,16.2,126,111
22934,10400,1986,2189,Leon Wood,NA,PG,23,2,NBA,WSB,39,0,743,8.3,21.5,0.385,1.8,5.5,0.329,6.5,16,0.404,6.3,7.9,0.793,1,3.1,4.1,7,1.3,0,4.4,3,24.6,99,109
22935,10401,1986,2078,Lester Conner,NA,PG,26,4,NBA,GSW,36,0,413,5.7,15.2,0.375,0.2,0.8,0.286,5.5,14.4,0.38,4.5,6,0.741,2.8,4.1,6.9,4.8,2.7,0.1,1.7,2.6,16.1,106,111
22936,10402,1986,2020,Lewis Lloyd,NA,SG,26,5,NBA,HOU,82,82,2444,11.2,21.2,0.529,0.1,0.3,0.2,11.2,21,0.534,3.8,4.5,0.843,2.9,3.2,6.1,5.7,1.9,0.5,3.7,4.1,26.3,112,110
22937,10403,1986,1711,Lonnie Shelton,NA,PF,30,10,NBA,CLE,44,1,682,6.4,13,0.489,0,0.1,0,6.4,12.9,0.495,1,1.1,0.875,2.6,7.3,9.9,4.2,1.5,0.3,3.3,8.9,13.7,97,108
22938,10404,1986,2257,Lorenzo Charles,NA,SF,22,1,NBA,ATL,36,0,273,8.6,15.5,0.557,0,0,NA,8.6,15.5,0.557,4.2,6.3,0.667,2.3,4.6,6.9,1.4,0.4,1.1,3.2,6.5,21.5,108,109
22939,10405,1986,1946,Louis Orr,NA,SF,27,6,NBA,NYK,74,64,2237,7.2,16.1,0.445,0,0.1,0,7.2,16,0.448,4.7,6.1,0.784,2.7,4.1,6.8,3.9,1.3,0.6,2.6,3.9,19.1,105,107
22940,10406,1986,1878,Magic Johnson,NA,PG,26,7,NBA,LAL,72,70,2578,8.8,16.6,0.526,0.2,0.8,0.233,8.6,15.9,0.541,6.9,7.9,0.871,1.5,6.2,7.7,16.4,2,0.3,4.9,2.4,24.5,122,106
